AnnotationId,DataName,UserId,Label,AdjudicationRoundNumber,Timestamp,AdjudicationId,PositionStart,PositionEnd,RationaleInstructions,RationaleFreeForm
4mFWaTzf393jWS5dX,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:20:07.673Z,5vYKdgK8XkDF27Jub,11820,11850,,
4qSTtjdR5G9agjvk4,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:49:21.427Z,5vYKdgK8XkDF27Jub,300,330,,
5DmMgjLzHbFSZqMq2,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:05:05.150Z,5vYKdgK8XkDF27Jub,6090,6120,,
5EcFdLvFwxZ8hrD23,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:34:17.663Z,5vYKdgK8XkDF27Jub,18810,18840,,
5fbLpH66xrbqmAcRr,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:36:43.896Z,5vYKdgK8XkDF27Jub,20160,20190,,
5gbJLEfNTeK3zANhx,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:39:54.959Z,5vYKdgK8XkDF27Jub,22950,22980,,
5tcv7CaPZmrNgEXe7,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:11.948Z,5vYKdgK8XkDF27Jub,1800,1830,,
5u6XCSDt7nmrBmT5w,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:06:59.582Z,5vYKdgK8XkDF27Jub,6840,6870,,
5yeJxcPGFNRY3okc6,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:25:06.900Z,5vYKdgK8XkDF27Jub,13800,13830,,
664NGuJL4cPgovrHZ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:57.872Z,5vYKdgK8XkDF27Jub,25440,25470,,
6mtT92rfcTxCadp6M,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:12.483Z,5vYKdgK8XkDF27Jub,21270,21300,,
734EGf8jEoA5dsTCz,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:07:47.031Z,5vYKdgK8XkDF27Jub,7350,7380,,
76tF62fdZR3jMBZGK,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:40:15.247Z,5vYKdgK8XkDF27Jub,23130,23160,,
7HxneE9BmXeL7adPE,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:07:38.798Z,5vYKdgK8XkDF27Jub,7260,7290,,
7MugDgoZHzZy94qKn,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:30:59.255Z,5vYKdgK8XkDF27Jub,17220,17250,,
7Qi5sQzPArDnTBCY3,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:28.937Z,5vYKdgK8XkDF27Jub,15630,15660,,
7QxSLWFb4RE4SWzb4,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:55.763Z,5vYKdgK8XkDF27Jub,14880,14910,,
7RGnpj9tCuDH668XJ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:36.062Z,5vYKdgK8XkDF27Jub,1920,1950,,
7TMjm8XAmxkoJu7H6,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:39:57.429Z,5vYKdgK8XkDF27Jub,22980,23010,,
7YLh4dH8mBoPK49TE,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:33:08.275Z,5vYKdgK8XkDF27Jub,18210,18240,,
7b374wcCNqYufbJaP,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:56:21.746Z,5vYKdgK8XkDF27Jub,2580,2610,,
7eJTnkGYS6Ntgeofx,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:39:09.572Z,5vYKdgK8XkDF27Jub,21990,22020,,
7gywJpSrgTXY4xiDq,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:16:53.922Z,5vYKdgK8XkDF27Jub,10680,10710,,
7jbAwks2E4NExBCyj,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:40:31.955Z,5vYKdgK8XkDF27Jub,23550,23580,,
7psuNf5CY8xS2HWeE,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:41:42.236Z,5vYKdgK8XkDF27Jub,24330,24360,,
7rFK79sud4k7RrvsX,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:03:50.526Z,5vYKdgK8XkDF27Jub,5400,5430,,
84f7rzbNEC7ceBbXF,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:06:58.026Z,5vYKdgK8XkDF27Jub,6810,6840,,
8DvE2z5cfkRTjw5Co,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:09.789Z,5vYKdgK8XkDF27Jub,24810,24840,,
8WKHLKxvSawhZsGYe,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:02:31.820Z,5vYKdgK8XkDF27Jub,4740,4770,,
8Y5hFrm4Z7kQsz2pf,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:05.311Z,5vYKdgK8XkDF27Jub,21090,21120,,
8ZkjE3dFDoyBiWAfb,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:23.762Z,5vYKdgK8XkDF27Jub,21540,21570,,
8subYcAXAgZxCeNND,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:08:19.026Z,5vYKdgK8XkDF27Jub,7650,7680,,
8xHfCT9EdtGxnDj6z,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:24:50.759Z,5vYKdgK8XkDF27Jub,13470,13500,,
98zcSbogYXPFQhu8s,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:32.806Z,5vYKdgK8XkDF27Jub,15720,15750,,
9BEqT4zNsmuFsao65,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:08.160Z,5vYKdgK8XkDF27Jub,1740,1770,,
9KCCfy7C3oyiitNZE,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:19:06.566Z,5vYKdgK8XkDF27Jub,11370,11400,,
9bNEeBiH8Fnc8cuhR,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:14.971Z,5vYKdgK8XkDF27Jub,21330,21360,,
9dMXa7drogAWGxzua,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:37:58.416Z,5vYKdgK8XkDF27Jub,20940,20970,,
9oBgkDNGg6z38utu6,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:55.426Z,5vYKdgK8XkDF27Jub,2280,2310,,
9r7mDJM6jsGkQ3B5c,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:41:55.205Z,5vYKdgK8XkDF27Jub,24660,24690,,
9vmkti9guBisykTp2,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:25.220Z,5vYKdgK8XkDF27Jub,15540,15570,,
A267eLj4WtzGZzKfg,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:41:39.339Z,5vYKdgK8XkDF27Jub,24270,24300,,
A7QjwFkCj8WAsePi9,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:31.121Z,5vYKdgK8XkDF27Jub,25380,25410,,
AAkHKAGqt8yHCRJqf,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:31:53.222Z,5vYKdgK8XkDF27Jub,17880,17910,,
ANwfiNeSt9hECB4id,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:24.056Z,5vYKdgK8XkDF27Jub,25230,25260,,
ATob5QniDSWGXKhog,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:40:50.651Z,5vYKdgK8XkDF27Jub,23970,24000,,
AYNfMSrGuuxGAcay6,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:39.239Z,5vYKdgK8XkDF27Jub,15870,15900,,
AcF5smjW8nr5CJcXF,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:23.191Z,5vYKdgK8XkDF27Jub,15480,15510,,
AdrSHdsFiYoudwNPQ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:54.613Z,5vYKdgK8XkDF27Jub,14850,14880,,
AfxnJH4oARGw9sgxN,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n3,0,2019-02-13T00:12:59.577Z,5vYKdgK8XkDF27Jub,9390,9420,,
Aq99Jwn2bE9Qu35NM,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:06.415Z,5vYKdgK8XkDF27Jub,24750,24780,,
AsHtxby7PAk7ajvzq,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:34:16.496Z,5vYKdgK8XkDF27Jub,18780,18810,,
AuS8YCdtxPtLj6o3Y,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n1,0,2019-02-12T23:56:51.959Z,5vYKdgK8XkDF27Jub,2820,2850,,
BRbApoWYqHZNFanGN,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:50:00.324Z,5vYKdgK8XkDF27Jub,450,480,,
BTCc8uoeuGtJh9aD9,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:08:20.354Z,5vYKdgK8XkDF27Jub,7680,7710,,
BTwg2u9NBLsz3MAE9,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:30:29.732Z,5vYKdgK8XkDF27Jub,16890,16920,,
Bg4kdxZR7QHGwrBGm,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:49:54.547Z,5vYKdgK8XkDF27Jub,360,390,,
BunkKvhM6W97wfX8t,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:24:52.059Z,5vYKdgK8XkDF27Jub,13500,13530,,
C3MiZkzmtKDF9TPuZ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:35:28.023Z,5vYKdgK8XkDF27Jub,19500,19530,,
C8M4jRsRDjL5s9TNG,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:24.206Z,5vYKdgK8XkDF27Jub,15510,15540,,
CAsK7dsrYTzWr5h5A,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n3,0,2019-02-13T00:13:41.323Z,5vYKdgK8XkDF27Jub,9720,9750,,
CBeyBCrXhnMepknd9,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:42:05.930Z,5vYKdgK8XkDF27Jub,25530,25560,,
CLaazKDsBBzNTvkwg,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:33:07.033Z,5vYKdgK8XkDF27Jub,18180,18210,,
CQBD5hwLzr2u8Tj6F,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:08:16.626Z,5vYKdgK8XkDF27Jub,7590,7620,,
CcEdRjYWFByQEXCcw,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:09.501Z,5vYKdgK8XkDF27Jub,15210,15240,,
CcjM7afMfzbF9CtkD,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n3,0,2019-02-13T00:14:18.132Z,5vYKdgK8XkDF27Jub,10020,10050,,
CeJegYNA6zSKDha3E,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:28:57.644Z,5vYKdgK8XkDF27Jub,16440,16470,,
ChET4ZJ2NqzxZ9W4p,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:25:13.186Z,5vYKdgK8XkDF27Jub,13920,13950,,
Cij7XFvty3rwax36c,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:51:05.174Z,5vYKdgK8XkDF27Jub,690,720,,
CqvGwn2jniZJ4Foeu,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n3,0,2019-02-13T00:16:12.785Z,5vYKdgK8XkDF27Jub,10500,10530,,
CsFCC6prdkZgdPL2r,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:19:09.897Z,5vYKdgK8XkDF27Jub,11400,11430,,
D3TtFLuCjKrpffHKX,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:17:07.123Z,5vYKdgK8XkDF27Jub,11430,11460,,
D5PEWBAJSgBmgSrAo,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:18:32.623Z,5vYKdgK8XkDF27Jub,11310,11340,,
D6ZB7tMRvyhysGXo9,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:06:46.386Z,5vYKdgK8XkDF27Jub,6660,6690,,
D7fLaN5Cz7g2LNyzR,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:49:14.325Z,5vYKdgK8XkDF27Jub,90,120,,
D8AB6Kh6kHDnm8SbS,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:54:47.459Z,5vYKdgK8XkDF27Jub,1320,1350,,
DFDD2KN78F3Sij5AA,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-12T23:49:58.688Z,5vYKdgK8XkDF27Jub,420,450,,
DMQ9opocxAdKRygEN,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:40:43.579Z,5vYKdgK8XkDF27Jub,23820,23850,,
DPNi8MuG5Ayyz9T5r,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:29:00.083Z,5vYKdgK8XkDF27Jub,16470,16500,,
DQHGbYchd2EiwXNF8,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:25:01.738Z,5vYKdgK8XkDF27Jub,13680,13710,,
DQYjTmmPk7YhjQmFR,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:29:31.524Z,5vYKdgK8XkDF27Jub,16740,16770,,
DZpK8dsvDykJpZhRC,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:39:32.042Z,5vYKdgK8XkDF27Jub,22380,22410,,
DcAEvBRea9TTDAMrQ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:39:12.756Z,5vYKdgK8XkDF27Jub,22080,22110,,
Dncn6kGoHBnDzfKjR,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:03.128Z,5vYKdgK8XkDF27Jub,21030,21060,,
DoF9uefXz4WK7nb5n,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:59.618Z,5vYKdgK8XkDF27Jub,2370,2400,,
Dp9XRfEYfR97jXiov,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n3,0,2019-02-13T00:12:45.869Z,5vYKdgK8XkDF27Jub,9210,9240,,
Dr8Qh5bnHvwdvT5ZY,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:57:15.165Z,5vYKdgK8XkDF27Jub,3090,3120,,
DzcKbGLbqcDezqyKm,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-12T23:55:39.991Z,5vYKdgK8XkDF27Jub,2010,2040,,
E6LZs2Yu3yc9fYxYf,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:33:02.593Z,5vYKdgK8XkDF27Jub,18060,18090,,
EJFte7MAwtETQmhYn,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:27:04.440Z,5vYKdgK8XkDF27Jub,15090,15120,,
EL8aYrRcoundjuKDY,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:37:52.920Z,5vYKdgK8XkDF27Jub,20790,20820,,
ELWE4sJxmoPFbjqyH,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:31:46.733Z,5vYKdgK8XkDF27Jub,17730,17760,,
ELpE8FB9yRPgwpnbJ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:03:34.752Z,5vYKdgK8XkDF27Jub,5250,5280,,
ENsNChGrMKDEEAQm4,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:41:53.316Z,5vYKdgK8XkDF27Jub,24600,24630,,
EQPXEtQj2k5HvXRvb,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:52.536Z,5vYKdgK8XkDF27Jub,14790,14820,,
ER636cjTH5bLPvBsN,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:34:13.071Z,5vYKdgK8XkDF27Jub,18690,18720,,
EX3RC5zSykqp3WeMh,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:31:38.957Z,5vYKdgK8XkDF27Jub,17640,17670,,
EYu9LL8f5gTNcoK7w,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:24.916Z,5vYKdgK8XkDF27Jub,25260,25290,,
EZPhPzm4dTWxjNaZ7,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:44.066Z,5vYKdgK8XkDF27Jub,14640,14670,,
EaEigRmLDbzqsXmhZ,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-13T00:24:54.512Z,5vYKdgK8XkDF27Jub,13530,13560,,
EcMoQgDoWy7tuWCw4,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:06:56.801Z,5vYKdgK8XkDF27Jub,6780,6810,,
EneCoAnGZcHmTk2Du,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:03:33.611Z,5vYKdgK8XkDF27Jub,5220,5250,,
EpQKRcHoooZKWTv4X,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:40:41.042Z,5vYKdgK8XkDF27Jub,23760,23790,,
F33uqqacypcF67CNY,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:31.629Z,5vYKdgK8XkDF27Jub,14430,14460,,
F88DZREEdafpckeMm,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:31:11.404Z,5vYKdgK8XkDF27Jub,17490,17520,,
F8nJ3GxSe88BLDfd5,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:26:38.805Z,5vYKdgK8XkDF27Jub,14580,14610,,
FAYquk64BTa9978d6,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:38:16.332Z,5vYKdgK8XkDF27Jub,21360,21390,,
FG8bpMhNeeLAmRB5k,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:37:07.805Z,5vYKdgK8XkDF27Jub,20610,20640,,
FH7neLYHeRgkkP5wa,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_rem,0,2019-02-13T00:06:49.307Z,5vYKdgK8XkDF27Jub,6720,6750,,
FPSbPfznhp2AG3MF4,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:10:02.734Z,5vYKdgK8XkDF27Jub,8580,8610,,
FPstMsvWtCR5z3NWT,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_n2,0,2019-02-13T00:04:54.911Z,5vYKdgK8XkDF27Jub,5940,5970,,
FQGxQdfPa4HjWdRfk,1807115-1_P.edf,98jirm39ajotzMZ7C,sleep_stage_wake,0,2019-02-22T21:41:26.557Z,5vYKdgK8XkDF27Jub,25320,25350,,
